productId,customerId,rating,name,group,brand
18742,1916821,0.9619722,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1912423,0.95887846,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1914856,0.95228875,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1915135,0.9538626,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1930810,0.94461644,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1915168,0.9548453,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1913704,0.95107377,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1920826,0.93166476,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1913089,0.944639,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1920793,0.96752214,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1915555,0.9579262,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1910008,0.9539716,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1913890,0.97182834,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1914934,0.9476275,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1919830,0.94461644,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1920364,0.93166476,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1914589,0.96751165,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1911754,0.94541395,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1914808,0.94461644,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1916635,0.9579262,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1916215,0.94658697,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1918399,0.96082526,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1924846,0.9538596,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1914586,0.95107377,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1916638,0.9535023,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1919809,0.94461644,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1920160,0.94461644,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1923256,0.94461644,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
18742,1925962,0.94461644,"BBN ADSL 512/512 1:20 VBRnrt 99,6%",Connectivity Services,Signet
19303,1914799,0.94184035,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
19303,1916821,0.963632,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
19303,1912423,0.96013576,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
19303,1930810,0.94804275,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
19303,1910650,0.9518486,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
19303,1922935,0.94184035,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
19303,1912225,0.94184035,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
19303,1913089,0.94758,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
19303,1920412,0.94833374,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
19303,1920793,0.96889704,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
19303,1915204,0.9492714,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
19303,1915555,0.9569735,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
19303,1910008,0.95566016,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
19303,1913890,0.9715272,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
19303,1914934,0.9486712,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
19303,1919830,0.94804275,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
19303,1914589,0.96877754,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
19303,1914955,0.94184035,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
19303,1911754,0.94941074,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
19303,1918267,0.9469252,"BBN ADSL2+ ECO 10M/1M 1:40 99,6%",Connectivity Services,Signet
