term,step,estimate,lambda,dev.ratio
mówiąc,65,-0.10892974434787682,7.884971014587216e-4,0.9798479368341533
dwa,65,-0.06570332289453293,7.884971014587216e-4,0.9798479368341533
horeszków,65,-0.20505994127907107,7.884971014587216e-4,0.9798479368341533
między,65,-0.7400411837496433,7.884971014587216e-4,0.9798479368341533
zaś,65,-0.1361012992844258,7.884971014587216e-4,0.9798479368341533
potém,65,-0.5569889668779967,7.884971014587216e-4,0.9798479368341533
wszyscy,65,-0.6358166834972712,7.884971014587216e-4,0.9798479368341533
tadeusz,65,-0.4384969564716724,7.884971014587216e-4,0.9798479368341533
wszystkie,65,-0.42858251996299807,7.884971014587216e-4,0.9798479368341533
ja,65,-0.9260840586201833,7.884971014587216e-4,0.9798479368341533
rzekł,65,-0.84253291608582,7.884971014587216e-4,0.9798479368341533
tadeusza,65,-0.27462568131987514,7.884971014587216e-4,0.9798479368341533
ów,65,-0.3349845596447437,7.884971014587216e-4,0.9798479368341533
są,65,-0.11832292638237775,7.884971014587216e-4,0.9798479368341533
ją,65,-0.4284141372607931,7.884971014587216e-4,0.9798479368341533
rzecz,65,-1.3760493846210475,7.884971014587216e-4,0.9798479368341533
nam,65,-0.02614454019468155,7.884971014587216e-4,0.9798479368341533
ksiądz,65,-0.05783751118670958,7.884971014587216e-4,0.9798479368341533
lub,65,-0.5395948508543894,7.884971014587216e-4,0.9798479368341533
mam,65,-0.46424665173743107,7.884971014587216e-4,0.9798479368341533
pomiędzy,65,-0.22098305491756293,7.884971014587216e-4,0.9798479368341533
rejent,65,-0.04162570528132851,7.884971014587216e-4,0.9798479368341533
zaraz,65,-0.15669969773719775,7.884971014587216e-4,0.9798479368341533
swych,65,-0.031091103744888042,7.884971014587216e-4,0.9798479368341533
usta,65,-0.12048871127871082,7.884971014587216e-4,0.9798479368341533
sobie,65,-0.47079220787449577,7.884971014587216e-4,0.9798479368341533
niby,65,-0.31442926125505244,7.884971014587216e-4,0.9798479368341533
mi,65,-0.47755737148216443,7.884971014587216e-4,0.9798479368341533
niech,65,-0.1732661355870154,7.884971014587216e-4,0.9798479368341533
przecież,65,-0.18342558206362297,7.884971014587216e-4,0.9798479368341533
czyli,65,-0.20836869830468238,7.884971014587216e-4,0.9798479368341533
ledwie,65,-0.008010773436488415,7.884971014587216e-4,0.9798479368341533
jeden,65,-0.29999298216547104,7.884971014587216e-4,0.9798479368341533
ręką,65,-0.423065592606157,7.884971014587216e-4,0.9798479368341533
hrabiego,65,-0.3674268852197132,7.884971014587216e-4,0.9798479368341533
krzyknął,65,-0.3397924548603596,7.884971014587216e-4,0.9798479368341533
swéj,65,-0.06403757689534069,7.884971014587216e-4,0.9798479368341533
dwóch,65,-0.17547927974148123,7.884971014587216e-4,0.9798479368341533
ni,65,-0.08419019545637316,7.884971014587216e-4,0.9798479368341533
rzekła,65,-0.08429807069797145,7.884971014587216e-4,0.9798479368341533
niedźwiedź,65,-0.043843074577180396,7.884971014587216e-4,0.9798479368341533
